day,hour,value
2022-09-16,22,1.68028
2022-09-16,22,1.68028
2022-09-16,23,1.8871633
2022-09-16,23,1.8871633
2022-09-17,0,2.0201862
2022-09-17,0,2.0201862
2022-09-17,1,2.1000094
2022-09-17,1,2.1000094
2022-09-17,2,2.1307433
2022-09-17,2,2.1307433
2022-09-17,3,2.0815861
2022-09-17,3,2.0815861
2022-09-17,4,2.0214863
2022-09-17,4,2.0214863
2022-09-17,5,1.9711424
2022-09-17,5,1.9711424
2022-09-17,6,1.9050326
2022-09-17,6,1.9050326
2022-09-17,7,1.7989423
2022-09-17,7,1.7989423
2022-09-17,8,1.6493676
2022-09-17,8,1.6493676
2022-09-17,9,1.4424772
2022-09-17,9,1.4424772
2022-09-17,10,1.3826746
2022-09-17,10,1.3826746
2022-09-17,11,1.4065697
2022-09-17,11,1.4065697
2022-09-17,12,1.4649739
2022-09-17,12,1.4649739
2022-09-17,13,1.5624356
2022-09-17,13,1.5624356
2022-09-17,14,1.6852443
2022-09-17,14,1.6852443
2022-09-17,15,1.825238
2022-09-17,15,1.825238
2022-09-17,16,1.9183553
2022-09-17,16,1.9183553
2022-09-17,17,1.9549462
2022-09-17,17,1.9549462
2022-09-17,18,1.989718
2022-09-17,18,1.989718
2022-09-17,19,2.0416074
2022-09-17,19,2.0416074
2022-09-17,20,2.1010394
2022-09-17,20,2.1010394
2022-09-17,21,2.1393886
2022-09-17,21,2.1393886
2022-09-17,22,2.184809
2022-09-17,22,2.184809
2022-09-17,23,2.4235954
2022-09-17,23,2.4235954
2022-09-18,0,2.4552238
2022-09-18,0,2.4552238
2022-09-18,1,2.3842158
2022-09-18,1,2.3842158
2022-09-18,2,2.2719796
2022-09-18,2,2.2719796
2022-09-18,3,2.1459186
2022-09-18,3,2.1459186
2022-09-18,4,2.0406044
2022-09-18,4,2.0406044
2022-09-18,5,1.9382628
2022-09-18,5,1.9382628
2022-09-18,6,1.8362035
2022-09-18,6,1.8362035
2022-09-18,7,1.7146653
2022-09-18,7,1.7146653
2022-09-18,8,1.556796
2022-09-18,8,1.556796
2022-09-18,9,1.3800178
2022-09-18,9,1.3800178
2022-09-18,10,1.3692642
2022-09-18,10,1.3692642
2022-09-18,11,1.4556447
2022-09-18,11,1.4556447
2022-09-18,12,1.5602478
2022-09-18,12,1.5602478
2022-09-18,13,1.6622554
2022-09-18,13,1.6622554
2022-09-18,14,1.737115
2022-09-18,14,1.737115
2022-09-18,15,1.760312
2022-09-18,15,1.760312
2022-09-18,16,1.7187387
2022-09-18,16,1.7187387
2022-09-18,17,1.6470373
2022-09-18,17,1.6470373
2022-09-18,18,1.5752068
2022-09-18,18,1.5752068
2022-09-18,19,1.5115817
2022-09-18,19,1.5115817
2022-09-18,20,1.4786918
2022-09-18,20,1.4786918
2022-09-18,21,1.5314409
2022-09-18,21,1.5314409
2022-09-18,22,1.6892371
2022-09-18,22,1.6892371
2022-09-18,23,2.0607853
2022-09-18,23,2.0607853
2022-09-19,0,2.3025396
2022-09-19,0,2.3025396
2022-09-19,1,2.4661655
2022-09-19,1,2.4661655
2022-09-19,2,2.5535214
2022-09-19,2,2.5535214
2022-09-19,3,2.5095735
2022-09-19,3,2.5095735
2022-09-19,4,2.3704407
2022-09-19,4,2.3704407
2022-09-19,5,2.209645
2022-09-19,5,2.209645
2022-09-19,6,2.0358136
2022-09-19,6,2.0358136
2022-09-19,7,1.8312486
2022-09-19,7,1.8312486
2022-09-19,8,1.5876274
2022-09-19,8,1.5876274
2022-09-19,9,1.3383818
2022-09-19,9,1.3383818
2022-09-19,10,1.2435216
2022-09-19,10,1.2435216
2022-09-19,11,1.2129174
2022-09-19,11,1.2129174
2022-09-19,12,1.2034668
2022-09-19,12,1.2034668
2022-09-19,13,1.2155344
2022-09-19,13,1.2155344
2022-09-19,14,1.232193
2022-09-19,14,1.232193
2022-09-19,15,1.2639533
2022-09-19,15,1.2639533
2022-09-19,16,1.2903199
2022-09-19,16,1.2903199
2022-09-19,17,1.262849
2022-09-19,17,1.262849
2022-09-19,18,1.2072486
2022-09-19,18,1.2072486
2022-09-19,19,1.1634159
2022-09-19,19,1.1634159
2022-09-19,20,1.1378171
2022-09-19,20,1.1378171
2022-09-19,21,1.0631894
2022-09-19,21,1.0631894
2022-09-19,22,0.983535
2022-09-19,22,0.983535
2022-09-19,23,1.0093122
2022-09-19,23,1.0093122
2022-09-20,0,1.0487344
2022-09-20,0,1.0487344
2022-09-20,1,1.078734
2022-09-20,1,1.078734
2022-09-20,2,1.0715905
2022-09-20,2,1.0715905
2022-09-20,3,1.0808461
2022-09-20,3,1.0808461
2022-09-20,4,1.0819639
2022-09-20,4,1.0819639
2022-09-20,5,1.0421964
2022-09-20,5,1.0421964
2022-09-20,6,0.9803121
2022-09-20,6,0.9803121
2022-09-20,7,0.8813214
2022-09-20,7,0.8813214
2022-09-20,8,0.7410992
2022-09-20,8,0.7410992
2022-09-20,9,0.5819451
2022-09-20,9,0.5819451
2022-09-20,10,0.4949228
2022-09-20,10,0.4949228
